model,frame_acc_state,frame_acc_phone,edit_dist_state,edit_dist_phone
lmfcc_1h,0.7437187871231044,0.8311652676399823,0.5564272081838308,0.4958912894114055
lmfcc_4h,0.7467377509309018,0.8347598646770756,0.5184517902129934,0.46092373463623176
mspec_1h,0.7349637920804918,0.8319229555197267,0.49877089854187345,0.4376272997938774
mspec_4h,0.7384044939994001,0.8355889336967441,0.5009206809680128,0.4461500877929613
single_lmfcc_1h,0.5612253718695441,0.6702950988006658,1.0986304298038019,0.9595602717764715
single_lmfcc_4h,0.5634349128429733,0.6745648697392427,1.1228673944575922,0.9853332315443927
single_mspec_1h,0.5866619428505567,0.6964677468575926,1.0470142758989236,0.9120971066493625
single_mspec_4h,0.5841852137570448,0.6947513251351985,1.0783418581571111,0.9475227116573784
